configuration,window,split,type,size,defects
2,16,4,test,6,1
2,16,4,test,256,86
2,16,4,test,178,40
2,16,4,test,214,142
2,16,4,test,803,387
2,16,4,test,111,63
2,16,4,test,608,216
2,16,4,test,314,37
2,16,4,test,293,32
2,16,4,test,885,411
2,16,4,test,339,13
2,16,4,test,32,2
2,16,4,test,26,20
2,16,4,test,340,203
2,16,4,test,965,188
2,16,4,test,196,147
2,16,4,test,385,248
2,16,4,test,351,92
2,16,4,test,909,898
2,16,4,test,157,16
2,16,4,test,222,60
2,16,4,test,352,40
2,16,4,test,745,166
2,16,4,test,195,91
2,16,4,test,51,10
2,16,4,test,872,145
2,16,4,test,29,5
2,16,4,test,237,141
2,16,4,test,125,20
2,16,4,test,241,16
2,16,5,tr,2092,914
2,16,5,test,247,144
2,16,5,test,442,281
2,16,5,test,10,5
2,16,5,test,229,78
2,16,5,test,858,77
2,16,5,test,6,1
2,16,5,test,256,86
2,16,5,test,178,40
2,16,5,test,214,142
2,16,5,test,803,387
2,16,5,test,111,63
2,16,5,test,608,216
2,16,5,test,314,37
2,16,5,test,293,32
2,16,5,test,885,411
2,16,5,test,339,13
2,16,5,test,32,2
2,16,5,test,26,20
2,16,5,test,340,203
2,16,5,test,965,188
2,16,5,test,196,147
2,16,5,test,385,248
2,16,5,test,351,92
2,16,5,test,909,898
2,16,5,test,157,16
2,16,5,test,222,60
2,16,5,test,352,40
2,16,5,test,745,166
2,16,5,test,195,91
2,16,5,test,51,10
2,16,5,test,872,145
2,16,5,test,29,5
2,16,5,test,237,141
2,16,5,test,125,20
2,16,5,test,241,16
2,16,6,tr,2815,1024
2,16,6,test,247,144
2,16,6,test,442,281
2,16,6,test,10,5
2,16,6,test,229,78
2,16,6,test,858,77
2,16,6,test,6,1
2,16,6,test,256,86
2,16,6,test,178,40
2,16,6,test,214,142
2,16,6,test,111,63
2,16,6,test,608,216
2,16,6,test,314,37
2,16,6,test,293,32
2,16,6,test,885,411
2,16,6,test,339,13
2,16,6,test,32,2
2,16,6,test,26,20
2,16,6,test,340,203
2,16,6,test,965,188
2,16,6,test,196,147
2,16,6,test,385,248
2,16,6,test,351,92
2,16,6,test,909,898
2,16,6,test,157,16
2,16,6,test,222,60
2,16,6,test,352,40
2,16,6,test,745,166
2,16,6,test,195,91
2,16,6,test,51,10
2,16,6,test,872,145
2,16,6,test,29,5
2,16,6,test,237,141
2,16,6,test,125,20
2,16,6,test,241,16
2,16,7,tr,3618,1411
2,16,7,test,247,144
2,16,7,test,442,281
2,16,7,test,10,5
2,16,7,test,229,78
2,16,7,test,858,77
2,16,7,test,6,1
2,16,7,test,256,86
2,16,7,test,214,142
2,16,7,test,111,63
2,16,7,test,608,216
2,16,7,test,314,37
2,16,7,test,885,411
2,16,7,test,339,13
2,16,7,test,32,2
2,16,7,test,26,20
2,16,7,test,340,203
2,16,7,test,965,188
2,16,7,test,196,147
2,16,7,test,385,248
2,16,7,test,909,898
2,16,7,test,157,16
2,16,7,test,222,60
2,16,7,test,352,40
2,16,7,test,745,166
2,16,7,test,195,91
2,16,7,test,51,10
2,16,7,test,872,145
2,16,7,test,29,5
2,16,7,test,237,141
2,16,7,test,241,16
2,16,8,tr,4565,1595
2,16,8,test,247,144
2,16,8,test,442,281
2,16,8,test,10,5
2,16,8,test,229,78
2,16,8,test,858,77
2,16,8,test,6,1
2,16,8,test,256,86
2,16,8,test,214,142
2,16,8,test,111,63
2,16,8,test,608,216
2,16,8,test,314,37
2,16,8,test,339,13
2,16,8,test,32,2
2,16,8,test,340,203
2,16,8,test,965,188
2,16,8,test,196,147
2,16,8,test,385,248
2,16,8,test,909,898
2,16,8,test,157,16
2,16,8,test,222,60
2,16,8,test,352,40
2,16,8,test,745,166
2,16,8,test,195,91
2,16,8,test,51,10
2,16,8,test,872,145
2,16,8,test,29,5
2,16,8,test,237,141
2,16,8,test,241,16
2,16,9,tr,5476,2026
2,16,9,test,247,144
2,16,9,test,442,281
2,16,9,test,10,5
2,16,9,test,229,78
2,16,9,test,858,77
2,16,9,test,256,86
2,16,9,test,214,142
2,16,9,test,111,63
2,16,9,test,608,216
2,16,9,test,314,37
2,16,9,test,339,13
2,16,9,test,32,2
2,16,9,test,340,203
2,16,9,test,965,188
2,16,9,test,196,147
2,16,9,test,385,248
2,16,9,test,909,898
2,16,9,test,157,16
2,16,9,test,222,60
2,16,9,test,352,40
2,16,9,test,745,166
2,16,9,test,195,91
2,16,9,test,51,10
2,16,9,test,872,145
2,16,9,test,29,5
2,16,9,test,237,141
2,16,9,test,241,16
2,16,10,tr,5482,2027
2,16,10,test,247,144
2,16,10,test,442,281
2,16,10,test,10,5
2,16,10,test,229,78
2,16,10,test,858,77
2,16,10,test,256,86
2,16,10,test,214,142
2,16,10,test,608,216
2,16,10,test,314,37
2,16,10,test,339,13
2,16,10,test,32,2
2,16,10,test,340,203
2,16,10,test,965,188
2,16,10,test,196,147
2,16,10,test,385,248
2,16,10,test,909,898
2,16,10,test,157,16
2,16,10,test,222,60
2,16,10,test,352,40
2,16,10,test,745,166
2,16,10,test,195,91
2,16,10,test,51,10
2,16,10,test,872,145
2,16,10,test,237,141
2,16,10,test,241,16
2,16,11,tr,5622,2095
2,16,11,test,247,144
2,16,11,test,442,281
2,16,11,test,32,2
2,16,11,test,10,5
2,16,11,test,340,203
2,16,11,test,229,78
2,16,11,test,965,188
2,16,11,test,858,77
2,16,11,test,196,147
2,16,11,test,385,248
2,16,11,test,256,86
2,16,11,test,157,16
2,16,11,test,214,142
2,16,11,test,608,216
2,16,11,test,314,37
2,16,11,test,222,60
2,16,11,test,352,40
2,16,11,test,745,166
2,16,11,test,195,91
2,16,11,test,51,10
2,16,11,test,872,145
2,16,11,test,237,141
2,16,11,test,241,16
2,16,11,test,339,13
2,16,12,tr,6531,2993
2,16,12,test,247,144
2,16,12,test,442,281
2,16,12,test,32,2
2,16,12,test,10,5
2,16,12,test,340,203
2,16,12,test,229,78
2,16,12,test,965,188
2,16,12,test,858,77
2,16,12,test,196,147
2,16,12,test,385,248
2,16,12,test,256,86
2,16,12,test,157,16
2,16,12,test,214,142
2,16,12,test,608,216
2,16,12,test,314,37
2,16,12,test,222,60
2,16,12,test,352,40
2,16,12,test,745,166
2,16,12,test,51,10
2,16,12,test,872,145
2,16,12,test,237,141
2,16,12,test,241,16
2,16,12,test,339,13
2,16,13,tr,6726,3084
2,16,13,test,247,144
2,16,13,test,442,281
2,16,13,test,32,2
2,16,13,test,10,5
2,16,13,test,340,203
2,16,13,test,229,78
2,16,13,test,965,188
2,16,13,test,385,248
2,16,13,test,256,86
2,16,13,test,157,16
2,16,13,test,214,142
2,16,13,test,608,216
2,16,13,test,314,37
2,16,13,test,222,60
2,16,13,test,352,40
2,16,13,test,51,10
2,16,13,test,872,145
2,16,13,test,237,141
2,16,13,test,339,13
2,16,14,tr,8766,3490
2,16,14,test,608,216
2,16,14,test,10,5
2,16,14,test,340,203
2,16,14,test,229,78
2,16,14,test,965,188
2,16,14,test,222,60
2,16,14,test,352,40
2,16,14,test,872,145
2,16,14,test,256,86
2,16,14,test,339,13
2,16,15,tr,10845,4511
2,16,15,test,608,216
2,16,15,test,10,5
2,16,15,test,340,203
2,16,15,test,229,78
2,16,15,test,965,188
2,16,15,test,352,40
2,16,15,test,872,145
2,16,15,test,256,86
2,16,15,test,339,13
2,16,16,tr,11067,4571
2,16,16,test,608,216
2,16,16,test,340,203
2,16,16,test,229,78
2,16,16,test,965,188
2,16,16,test,352,40
2,16,16,test,872,145
2,16,16,test,339,13
2,16,17,tr,11333,4662
2,16,17,test,608,216
2,16,17,test,965,188
2,16,17,test,352,40
2,16,17,test,872,145
2,16,17,test,339,13
2,17,1,tr,162,77
2,17,1,test,247,144
2,17,1,test,723,110
2,17,1,test,442,281
2,17,1,test,10,5
2,17,1,test,229,78
2,17,1,test,135,34
2,17,1,test,858,77
2,17,1,test,6,1
2,17,1,test,256,86
2,17,1,test,178,40
2,17,1,test,214,142
2,17,1,test,803,387
2,17,1,test,111,63
2,17,1,test,608,216
2,17,1,test,314,37
2,17,1,test,453,69
2,17,1,test,293,32
2,17,1,test,885,411
2,17,1,test,339,13
2,17,1,test,205,189
2,17,1,test,32,2
2,17,1,test,26,20
2,17,1,test,340,203
2,17,1,test,965,188
2,17,1,test,196,147
2,17,1,test,385,248
2,17,1,test,588,437
2,17,1,test,351,92
2,17,1,test,909,898
2,17,1,test,157,16
2,17,1,test,109,37
2,17,1,test,222,60
2,17,1,test,352,40
2,17,1,test,745,166
2,17,1,test,195,91
2,17,1,test,51,10
2,17,1,test,872,145
2,17,1,test,29,5
2,17,1,test,237,141
2,17,1,test,125,20
2,17,1,test,241,16
2,17,2,tr,602,148
2,17,2,test,247,144
2,17,2,test,723,110
2,17,2,test,442,281
2,17,2,test,10,5
2,17,2,test,229,78
2,17,2,test,135,34
2,17,2,test,858,77
2,17,2,test,6,1
2,17,2,test,256,86
2,17,2,test,178,40
2,17,2,test,214,142
2,17,2,test,803,387
2,17,2,test,111,63
2,17,2,test,608,216
2,17,2,test,314,37
2,17,2,test,293,32
2,17,2,test,885,411
2,17,2,test,339,13
2,17,2,test,205,189
2,17,2,test,32,2
2,17,2,test,26,20
2,17,2,test,340,203
2,17,2,test,965,188
2,17,2,test,196,147
2,17,2,test,385,248
2,17,2,test,588,437
2,17,2,test,351,92
2,17,2,test,909,898
2,17,2,test,157,16
2,17,2,test,109,37
2,17,2,test,222,60
2,17,2,test,352,40
2,17,2,test,745,166
2,17,2,test,195,91
2,17,2,test,51,10
2,17,2,test,872,145
2,17,2,test,29,5
2,17,2,test,237,141
2,17,2,test,125,20
2,17,2,test,241,16
2,17,3,tr,1055,217
2,17,3,test,247,144
2,17,3,test,723,110
2,17,3,test,442,281
2,17,3,test,10,5
2,17,3,test,229,78
2,17,3,test,858,77
2,17,3,test,6,1
2,17,3,test,256,86
2,17,3,test,178,40
2,17,3,test,214,142
2,17,3,test,803,387
2,17,3,test,111,63
2,17,3,test,608,216
2,17,3,test,314,37
2,17,3,test,293,32
2,17,3,test,885,411
2,17,3,test,339,13
2,17,3,test,205,189
2,17,3,test,32,2
2,17,3,test,26,20
2,17,3,test,340,203
2,17,3,test,965,188
2,17,3,test,196,147
2,17,3,test,385,248
2,17,3,test,351,92
2,17,3,test,909,898
2,17,3,test,157,16
2,17,3,test,222,60
2,17,3,test,352,40
2,17,3,test,745,166
2,17,3,test,195,91
2,17,3,test,51,10
2,17,3,test,872,145
2,17,3,test,29,5
2,17,3,test,237,141
2,17,3,test,125,20
2,17,3,test,241,16
2,17,4,tr,1887,725
2,17,4,test,247,144
2,17,4,test,723,110
2,17,4,test,442,281
2,17,4,test,10,5
2,17,4,test,229,78
2,17,4,test,858,77
2,17,4,test,6,1
2,17,4,test,256,86
2,17,4,test,178,40
2,17,4,test,214,142
2,17,4,test,803,387
2,17,4,test,111,63
2,17,4,test,608,216
2,17,4,test,314,37
2,17,4,test,293,32
2,17,4,test,885,411
2,17,4,test,339,13
2,17,4,test,32,2
2,17,4,test,26,20
2,17,4,test,340,203
2,17,4,test,965,188
2,17,4,test,196,147
2,17,4,test,385,248
2,17,4,test,351,92
2,17,4,test,909,898
2,17,4,test,157,16
2,17,4,test,222,60
2,17,4,test,352,40
2,17,4,test,745,166
2,17,4,test,195,91
2,17,4,test,51,10
2,17,4,test,872,145
2,17,4,test,29,5
2,17,4,test,237,141
2,17,4,test,125,20
2,17,4,test,241,16
2,17,5,tr,2092,914
2,17,5,test,247,144
2,17,5,test,442,281
2,17,5,test,10,5
2,17,5,test,229,78
2,17,5,test,858,77
2,17,5,test,6,1
2,17,5,test,256,86
2,17,5,test,178,40
2,17,5,test,214,142
2,17,5,test,803,387
2,17,5,test,111,63
2,17,5,test,608,216
2,17,5,test,314,37
2,17,5,test,293,32
2,17,5,test,885,411
2,17,5,test,339,13
2,17,5,test,32,2
2,17,5,test,26,20
2,17,5,test,340,203
2,17,5,test,965,188
2,17,5,test,196,147
2,17,5,test,385,248
2,17,5,test,351,92
2,17,5,test,909,898
2,17,5,test,157,16
2,17,5,test,222,60
2,17,5,test,352,40
2,17,5,test,745,166
2,17,5,test,195,91
2,17,5,test,51,10
2,17,5,test,872,145
2,17,5,test,29,5
2,17,5,test,237,141
2,17,5,test,125,20
2,17,5,test,241,16
2,17,6,tr,2815,1024
2,17,6,test,247,144
2,17,6,test,442,281
2,17,6,test,10,5
2,17,6,test,229,78
2,17,6,test,858,77
2,17,6,test,6,1
2,17,6,test,256,86
2,17,6,test,178,40
2,17,6,test,214,142
2,17,6,test,111,63
2,17,6,test,608,216
2,17,6,test,314,37
2,17,6,test,293,32
2,17,6,test,885,411
2,17,6,test,339,13
2,17,6,test,32,2
2,17,6,test,26,20
2,17,6,test,340,203
2,17,6,test,965,188
2,17,6,test,196,147
2,17,6,test,385,248
2,17,6,test,351,92
2,17,6,test,909,898
2,17,6,test,157,16
2,17,6,test,222,60
2,17,6,test,352,40
2,17,6,test,745,166
2,17,6,test,195,91
2,17,6,test,51,10
2,17,6,test,872,145
2,17,6,test,29,5
2,17,6,test,237,141
2,17,6,test,125,20
2,17,6,test,241,16
2,17,7,tr,3618,1411
2,17,7,test,247,144
2,17,7,test,442,281
2,17,7,test,10,5
2,17,7,test,229,78
2,17,7,test,858,77
2,17,7,test,6,1
2,17,7,test,256,86
2,17,7,test,214,142
2,17,7,test,111,63
2,17,7,test,608,216
2,17,7,test,314,37
2,17,7,test,885,411
2,17,7,test,339,13
2,17,7,test,32,2
2,17,7,test,26,20
2,17,7,test,340,203
2,17,7,test,965,188
2,17,7,test,196,147
2,17,7,test,385,248
2,17,7,test,909,898
2,17,7,test,157,16
2,17,7,test,222,60
2,17,7,test,352,40
2,17,7,test,745,166
2,17,7,test,195,91
2,17,7,test,51,10
2,17,7,test,872,145
2,17,7,test,29,5
2,17,7,test,237,141
2,17,7,test,241,16
2,17,8,tr,4565,1595
2,17,8,test,247,144
2,17,8,test,442,281
2,17,8,test,10,5
2,17,8,test,229,78
2,17,8,test,858,77
2,17,8,test,6,1
2,17,8,test,256,86
2,17,8,test,214,142
2,17,8,test,111,63
2,17,8,test,608,216
2,17,8,test,314,37
2,17,8,test,339,13
2,17,8,test,32,2
2,17,8,test,340,203
2,17,8,test,965,188
2,17,8,test,196,147
2,17,8,test,385,248
2,17,8,test,909,898
2,17,8,test,157,16
2,17,8,test,222,60
2,17,8,test,352,40
2,17,8,test,745,166
2,17,8,test,195,91
2,17,8,test,51,10
2,17,8,test,872,145
2,17,8,test,29,5
2,17,8,test,237,141
2,17,8,test,241,16
2,17,9,tr,5476,2026
2,17,9,test,247,144
2,17,9,test,442,281
2,17,9,test,10,5
2,17,9,test,229,78
2,17,9,test,858,77
2,17,9,test,256,86
2,17,9,test,214,142
2,17,9,test,111,63
2,17,9,test,608,216
2,17,9,test,314,37
2,17,9,test,339,13
2,17,9,test,32,2
2,17,9,test,340,203
2,17,9,test,965,188
2,17,9,test,196,147
2,17,9,test,385,248
2,17,9,test,909,898
2,17,9,test,157,16
2,17,9,test,222,60
2,17,9,test,352,40
2,17,9,test,745,166
2,17,9,test,195,91
2,17,9,test,51,10
2,17,9,test,872,145
2,17,9,test,29,5
2,17,9,test,237,141
2,17,9,test,241,16
2,17,10,tr,5482,2027
2,17,10,test,247,144
2,17,10,test,442,281
2,17,10,test,10,5
2,17,10,test,229,78
2,17,10,test,858,77
2,17,10,test,256,86
2,17,10,test,214,142
2,17,10,test,608,216
2,17,10,test,314,37
2,17,10,test,339,13
2,17,10,test,32,2
2,17,10,test,340,203
2,17,10,test,965,188
2,17,10,test,196,147
2,17,10,test,385,248
2,17,10,test,909,898
2,17,10,test,157,16
2,17,10,test,222,60
2,17,10,test,352,40
2,17,10,test,745,166
2,17,10,test,195,91
2,17,10,test,51,10
2,17,10,test,872,145
2,17,10,test,237,141
2,17,10,test,241,16
2,17,11,tr,5622,2095
2,17,11,test,247,144
2,17,11,test,442,281
2,17,11,test,32,2
2,17,11,test,10,5
2,17,11,test,340,203
2,17,11,test,229,78
2,17,11,test,965,188
2,17,11,test,858,77
2,17,11,test,196,147
2,17,11,test,385,248
2,17,11,test,256,86
2,17,11,test,157,16
2,17,11,test,214,142
2,17,11,test,608,216
2,17,11,test,314,37
2,17,11,test,222,60
2,17,11,test,352,40
2,17,11,test,745,166
2,17,11,test,195,91
2,17,11,test,51,10
2,17,11,test,872,145
2,17,11,test,237,141
2,17,11,test,241,16
2,17,11,test,339,13
2,17,12,tr,6531,2993
2,17,12,test,247,144
2,17,12,test,442,281
2,17,12,test,32,2
2,17,12,test,10,5
2,17,12,test,340,203
2,17,12,test,229,78
2,17,12,test,965,188
2,17,12,test,858,77
2,17,12,test,196,147
2,17,12,test,385,248
2,17,12,test,256,86
2,17,12,test,157,16
2,17,12,test,214,142
2,17,12,test,608,216
2,17,12,test,314,37
2,17,12,test,222,60
2,17,12,test,352,40
2,17,12,test,745,166
2,17,12,test,51,10
2,17,12,test,872,145
2,17,12,test,237,141
2,17,12,test,241,16
2,17,12,test,339,13
2,17,13,tr,6726,3084
2,17,13,test,247,144
2,17,13,test,442,281
2,17,13,test,32,2
2,17,13,test,10,5
2,17,13,test,340,203
2,17,13,test,229,78
2,17,13,test,965,188
2,17,13,test,385,248
2,17,13,test,256,86
2,17,13,test,157,16
2,17,13,test,214,142
2,17,13,test,608,216
2,17,13,test,314,37
2,17,13,test,222,60
2,17,13,test,352,40
2,17,13,test,51,10
2,17,13,test,872,145
2,17,13,test,237,141
2,17,13,test,339,13
2,17,14,tr,8766,3490
2,17,14,test,608,216
2,17,14,test,10,5
2,17,14,test,340,203
2,17,14,test,229,78
2,17,14,test,965,188
2,17,14,test,222,60
2,17,14,test,352,40
2,17,14,test,872,145
2,17,14,test,256,86
2,17,14,test,339,13
2,17,15,tr,10845,4511
2,17,15,test,608,216
2,17,15,test,10,5
2,17,15,test,340,203
2,17,15,test,229,78
2,17,15,test,965,188
2,17,15,test,352,40
2,17,15,test,872,145
2,17,15,test,256,86
2,17,15,test,339,13
2,17,16,tr,11067,4571
2,17,16,test,608,216
2,17,16,test,340,203
2,17,16,test,229,78
2,17,16,test,965,188
2,17,16,test,352,40
2,17,16,test,872,145
2,17,16,test,339,13
2,17,17,tr,11333,4662
2,17,17,test,608,216
2,17,17,test,965,188
2,17,17,test,352,40
2,17,17,test,872,145
2,17,17,test,339,13
2,18,1,tr,162,77
2,18,1,test,247,144
2,18,1,test,723,110
2,18,1,test,442,281
2,18,1,test,10,5
2,18,1,test,229,78
2,18,1,test,135,34
2,18,1,test,858,77
2,18,1,test,6,1
2,18,1,test,256,86
2,18,1,test,178,40
2,18,1,test,214,142
2,18,1,test,803,387
2,18,1,test,111,63
2,18,1,test,608,216
2,18,1,test,314,37
2,18,1,test,453,69
2,18,1,test,293,32
2,18,1,test,885,411
2,18,1,test,339,13
2,18,1,test,205,189
2,18,1,test,32,2
2,18,1,test,26,20
2,18,1,test,340,203
2,18,1,test,965,188
2,18,1,test,196,147
2,18,1,test,385,248
2,18,1,test,588,437
2,18,1,test,351,92
2,18,1,test,909,898
2,18,1,test,157,16
2,18,1,test,109,37
2,18,1,test,222,60
2,18,1,test,352,40
2,18,1,test,745,166
2,18,1,test,195,91
2,18,1,test,51,10
2,18,1,test,872,145
2,18,1,test,29,5
2,18,1,test,237,141
2,18,1,test,125,20
2,18,1,test,241,16
2,18,2,tr,602,148
2,18,2,test,247,144
2,18,2,test,723,110
2,18,2,test,442,281
2,18,2,test,10,5
2,18,2,test,229,78
2,18,2,test,135,34
2,18,2,test,858,77
2,18,2,test,6,1
2,18,2,test,256,86
2,18,2,test,178,40
2,18,2,test,214,142
2,18,2,test,803,387
2,18,2,test,111,63
2,18,2,test,608,216
2,18,2,test,314,37
2,18,2,test,293,32
2,18,2,test,885,411
2,18,2,test,339,13
2,18,2,test,205,189
2,18,2,test,32,2
2,18,2,test,26,20
2,18,2,test,340,203
2,18,2,test,965,188
2,18,2,test,196,147
2,18,2,test,385,248
2,18,2,test,588,437
2,18,2,test,351,92
2,18,2,test,909,898
2,18,2,test,157,16
2,18,2,test,109,37
2,18,2,test,222,60
2,18,2,test,352,40
2,18,2,test,745,166
2,18,2,test,195,91
2,18,2,test,51,10
2,18,2,test,872,145
2,18,2,test,29,5
2,18,2,test,237,141
2,18,2,test,125,20
2,18,2,test,241,16
2,18,3,tr,1055,217
2,18,3,test,247,144
2,18,3,test,723,110
2,18,3,test,442,281
2,18,3,test,10,5
2,18,3,test,229,78
2,18,3,test,858,77
2,18,3,test,6,1
2,18,3,test,256,86
2,18,3,test,178,40
2,18,3,test,214,142
2,18,3,test,803,387
2,18,3,test,111,63
2,18,3,test,608,216
2,18,3,test,314,37
2,18,3,test,293,32
2,18,3,test,885,411
2,18,3,test,339,13
2,18,3,test,205,189
2,18,3,test,32,2
2,18,3,test,26,20
2,18,3,test,340,203
2,18,3,test,965,188
2,18,3,test,196,147
2,18,3,test,385,248
2,18,3,test,351,92
2,18,3,test,909,898
2,18,3,test,157,16
2,18,3,test,222,60
2,18,3,test,352,40
2,18,3,test,745,166
2,18,3,test,195,91
2,18,3,test,51,10
2,18,3,test,872,145
2,18,3,test,29,5
2,18,3,test,237,141
2,18,3,test,125,20
2,18,3,test,241,16
2,18,4,tr,1887,725
2,18,4,test,247,144
2,18,4,test,723,110
2,18,4,test,442,281
2,18,4,test,10,5
2,18,4,test,229,78
2,18,4,test,858,77
2,18,4,test,6,1
2,18,4,test,256,86
2,18,4,test,178,40
2,18,4,test,214,142
2,18,4,test,803,387
2,18,4,test,111,63
2,18,4,test,608,216
2,18,4,test,314,37
2,18,4,test,293,32
2,18,4,test,885,411
2,18,4,test,339,13
2,18,4,test,32,2
2,18,4,test,26,20
2,18,4,test,340,203
2,18,4,test,965,188
2,18,4,test,196,147
2,18,4,test,385,248
2,18,4,test,351,92
2,18,4,test,909,898
2,18,4,test,157,16
2,18,4,test,222,60
2,18,4,test,352,40
2,18,4,test,745,166
2,18,4,test,195,91
2,18,4,test,51,10
2,18,4,test,872,145
2,18,4,test,29,5
2,18,4,test,237,141
2,18,4,test,125,20
2,18,4,test,241,16
2,18,5,tr,2092,914
2,18,5,test,247,144
2,18,5,test,442,281
2,18,5,test,10,5
2,18,5,test,229,78
2,18,5,test,858,77
2,18,5,test,6,1
2,18,5,test,256,86
2,18,5,test,178,40
2,18,5,test,214,142
2,18,5,test,803,387
2,18,5,test,111,63
2,18,5,test,608,216
2,18,5,test,314,37
2,18,5,test,293,32
2,18,5,test,885,411
2,18,5,test,339,13
2,18,5,test,32,2
2,18,5,test,26,20
2,18,5,test,340,203
2,18,5,test,965,188
2,18,5,test,196,147
2,18,5,test,385,248
2,18,5,test,351,92
2,18,5,test,909,898
2,18,5,test,157,16
2,18,5,test,222,60
2,18,5,test,352,40
2,18,5,test,745,166
2,18,5,test,195,91
2,18,5,test,51,10
2,18,5,test,872,145
2,18,5,test,29,5
2,18,5,test,237,141
2,18,5,test,125,20
2,18,5,test,241,16
2,18,6,tr,2815,1024
2,18,6,test,247,144
2,18,6,test,442,281
2,18,6,test,10,5
2,18,6,test,229,78
2,18,6,test,858,77
2,18,6,test,6,1
2,18,6,test,256,86
2,18,6,test,178,40
2,18,6,test,214,142
2,18,6,test,111,63
2,18,6,test,608,216
2,18,6,test,314,37
2,18,6,test,293,32
2,18,6,test,885,411
2,18,6,test,339,13
2,18,6,test,32,2
2,18,6,test,26,20
2,18,6,test,340,203
2,18,6,test,965,188
2,18,6,test,196,147
2,18,6,test,385,248
2,18,6,test,351,92
2,18,6,test,909,898
2,18,6,test,157,16
2,18,6,test,222,60
2,18,6,test,352,40
2,18,6,test,745,166
2,18,6,test,195,91
2,18,6,test,51,10
2,18,6,test,872,145
2,18,6,test,29,5
2,18,6,test,237,141
2,18,6,test,125,20
2,18,6,test,241,16
2,18,7,tr,3618,1411
2,18,7,test,247,144
2,18,7,test,442,281
2,18,7,test,10,5
2,18,7,test,229,78
2,18,7,test,858,77
2,18,7,test,6,1
2,18,7,test,256,86
2,18,7,test,214,142
2,18,7,test,111,63
2,18,7,test,608,216
2,18,7,test,314,37
2,18,7,test,885,411
2,18,7,test,339,13
2,18,7,test,32,2
2,18,7,test,26,20
2,18,7,test,340,203
2,18,7,test,965,188
2,18,7,test,196,147
2,18,7,test,385,248
2,18,7,test,909,898
2,18,7,test,157,16
2,18,7,test,222,60
2,18,7,test,352,40
2,18,7,test,745,166
2,18,7,test,195,91
2,18,7,test,51,10
2,18,7,test,872,145
2,18,7,test,29,5
2,18,7,test,237,141
2,18,7,test,241,16
2,18,8,tr,4565,1595
2,18,8,test,247,144
2,18,8,test,442,281
2,18,8,test,10,5
2,18,8,test,229,78
2,18,8,test,858,77
2,18,8,test,6,1
2,18,8,test,256,86
2,18,8,test,214,142
2,18,8,test,111,63
2,18,8,test,608,216
2,18,8,test,314,37
2,18,8,test,339,13
2,18,8,test,32,2
2,18,8,test,340,203
2,18,8,test,965,188
2,18,8,test,196,147
2,18,8,test,385,248
2,18,8,test,909,898
2,18,8,test,157,16
2,18,8,test,222,60
2,18,8,test,352,40
2,18,8,test,745,166
2,18,8,test,195,91
2,18,8,test,51,10
2,18,8,test,872,145
2,18,8,test,29,5
2,18,8,test,237,141
2,18,8,test,241,16
2,18,9,tr,5476,2026
2,18,9,test,247,144
2,18,9,test,442,281
2,18,9,test,10,5
2,18,9,test,229,78
2,18,9,test,858,77
2,18,9,test,256,86
2,18,9,test,214,142
2,18,9,test,111,63
2,18,9,test,608,216
2,18,9,test,314,37
2,18,9,test,339,13
2,18,9,test,32,2
2,18,9,test,340,203
2,18,9,test,965,188
2,18,9,test,196,147
2,18,9,test,385,248
2,18,9,test,909,898
2,18,9,test,157,16
2,18,9,test,222,60
2,18,9,test,352,40
2,18,9,test,745,166
2,18,9,test,195,91
2,18,9,test,51,10
2,18,9,test,872,145
2,18,9,test,29,5
2,18,9,test,237,141
2,18,9,test,241,16
2,18,10,tr,5482,2027
2,18,10,test,247,144
2,18,10,test,442,281
2,18,10,test,10,5
2,18,10,test,229,78
2,18,10,test,858,77
2,18,10,test,256,86
2,18,10,test,214,142
2,18,10,test,608,216
2,18,10,test,314,37
2,18,10,test,339,13
2,18,10,test,32,2
2,18,10,test,340,203
2,18,10,test,965,188
2,18,10,test,196,147
2,18,10,test,385,248
2,18,10,test,909,898
2,18,10,test,157,16
2,18,10,test,222,60
2,18,10,test,352,40
2,18,10,test,745,166
2,18,10,test,195,91
2,18,10,test,51,10
2,18,10,test,872,145
2,18,10,test,237,141
2,18,10,test,241,16
2,18,11,tr,5622,2095
2,18,11,test,247,144
2,18,11,test,442,281
2,18,11,test,32,2
2,18,11,test,10,5
2,18,11,test,340,203
2,18,11,test,229,78
2,18,11,test,965,188
2,18,11,test,858,77
2,18,11,test,196,147
2,18,11,test,385,248
2,18,11,test,256,86
2,18,11,test,157,16
2,18,11,test,214,142
2,18,11,test,608,216
2,18,11,test,314,37
2,18,11,test,222,60
2,18,11,test,352,40
2,18,11,test,745,166
2,18,11,test,195,91
2,18,11,test,51,10
2,18,11,test,872,145
2,18,11,test,237,141
2,18,11,test,241,16
2,18,11,test,339,13
2,18,12,tr,6531,2993
2,18,12,test,247,144
2,18,12,test,442,281
2,18,12,test,32,2
2,18,12,test,10,5
2,18,12,test,340,203
2,18,12,test,229,78
2,18,12,test,965,188
2,18,12,test,858,77
2,18,12,test,196,147
2,18,12,test,385,248
2,18,12,test,256,86
2,18,12,test,157,16
2,18,12,test,214,142
2,18,12,test,608,216
2,18,12,test,314,37
2,18,12,test,222,60
2,18,12,test,352,40
2,18,12,test,745,166
2,18,12,test,51,10
2,18,12,test,872,145
2,18,12,test,237,141
